chapter,verse,sanskrit,hindi,english,transliteration
7,28,येषां त्वन्तगतं पापं जनानां पुण्यकर्मणाम् |ते द्वन्द्वमोहनिर्मुक्ता भजन्ते मां दृढव्रताः |,"परंतु निःकाम भाव से श्रेष्ठ कर्मों का आचरण करने वाले जिन पुरुषों का पाप नष्ट हो गया है, वे राग-द्वेषजनित दन्द्द्रूप मोह से मुक्त दृढनिश्चयी भक्त मुझ को सब प्रकार से भजते हैं |","But those who have their sins destroyed by performing the best actions without attachment, they, freed from delusion born of desire and hatred, worship Me with firm determination.",yeṣāṃ tvantagataṃ pāpaṃ janānāṃ puṇyakarmaṇām .te dvandvamohanirmuktā bhajante māṃ dṛḍhavratāḥ 
7,29,जरामरणमोक्षाय मामाश्रित्य यतन्ति ये |ते ब्रह्म तद्विदुः कृत्स्नमध्यात्मं कर्म चाखिलम् |,"जो पुरुष जरा और मृत्यु से मुक्त होने के लिये मेरा आश्रय लेते हैं, वे सम्पूर्ण ब्रह्म को, सम्पूर्ण अध्यात्म को और सम्पूर्ण कर्म को जानते हैं |","They who, having taken refuge in Me, strive for deliverance from old age and death know Brahma, the whole Adhyatma, and the entire field of Karma.",jarāmaraṇamokṣāya māmāśritya yatanti ye .te brahma tadviduḥ kṛtsnamadhyātmaṃ karma cākhilam 
7,30,साधिभूताधिदैवं मां साधियज्ञं च ये विदुः |प्रयाणकालेऽपि च मां ते विदुर्युक्तचेतसः |,"जो पुरुष अधिभूत, अधिदेव और अधियज्ञ के सहित मुझको जानते हैं, वे संयत चित्तवाले पुरुष मृत्यु के समय भी मुझको जानते हैं |","They who, possessed of a steadfast mind, know Me as comprising Adhibhuta, Adhidaivaand Adhiyajna, know Me even at the hour of death.",sādhibhūtādhidaivaṃ māṃ sādhiyajñaṃ ca ye viduḥ .prayāṇakāle.api ca māṃ te viduryuktacetasaḥ 
8,1,अर्जुन उवाच |किं तद् ब्रह्म किमध्यात्मं किं कर्म पुरुषोत्तम |अधिभूतं च किं प्रोक्तमधिदैवं किमुच्यते |,अर्जुन ने कहा—हे पुरुषोत्तम! वह ब्रह्म क्या है? अध्यात्म क्या है? कर्म क्या है? अधिभूत नाम से क्या कहा गया है और अधिदैव किसको कहते हैं|,"Arjuna said: Krishna, what is that Brahma, what is Adhyatma, and what is Karma? What is called Adhibhutaand what is termed as Adhidaiva?",arjuna uvāca .kiṃ tad brahma kimadhyātmaṃ kiṃ karma puruṣottama .adhibhūtaṃ ca kiṃ proktamadhidaivaṃ kimucyate 
8,2,अधियज्ञः कथं कोऽत्र देहेऽस्मिन्मधुसूदन |प्रयाणकाले च कथं ज्ञेयोऽसि नियतात्मभिः |,हे मधुसूदन! यहाँ अधियज्ञ कौन है? और वह इस शरीर में कैसे है? तथा युक्तचित्त वाले पुरुषों द्वारा अन्त समय में आप किस प्रकार जानने में आते हैं |,"Krishna, who is Adhiyajña here and how does he dwell in the body? And how are You to be realized at the time of death by those of steadfast mind?",adhiyajñaḥ kathaṃ ko.atra dehe.asminmadhusūdana .prayāṇakāle ca kathaṃ jñeyo.asi niyatātmabhiḥ 
8,3,श्रीभगवानुवाच |अक्षरं ब्रह्म परमं स्वभावोऽध्यात्ममुच्यते |भूतभावोद्भवकरो विसर्गः कर्मसंज्ञितः |,"श्रीभगवान ने कहा—परम अक्षर 'ब्रह्म' है, अपना स्वरूप अर्थात् जीवात्मा 'अध्यात्म' नाम से कहा जाता है तथा भूतों के भाव को उत्पन्न करने वाला जो त्याग है, वह 'कर्म' नाम से कहा गया है |",Shree Bhagavan said: The supreme Indestructible is Brahma; one’s own selfis called Adhyatma; and the cause of the origin of beings is called Karma.,śrībhagavānuvāca .akṣaraṃ brahma paramaṃ svabhāvo.adhyātmamucyate .bhūtabhāvodbhavakaro visargaḥ karmasaṃjñitaḥ 
8,4,अधिभूतं क्षरो भावः पुरुषश्चाधिदैवतम् |अधियज्ञोऽहमेवात्र देहे देहभृतां वर |,"उत्पत्ति-विनाश धर्म वाले सब पदार्थ अधिभूत हैं, हिरण्यमय पुरुष अधिदेव है और हे देहधारियों में श्रेष्ठ अर्जुन! इस शरीर में मैं वासुदेव ही अन्तर्मी रूप से अधियज्ञ हूँ |","All perishable objects are Adhibhuta; the shining Purushais Adhidaiva; and in this body I Myself, dwelling as the inner witness, am Adhiyajña, O Arjuna!",adhibhūtaṃ kṣaro bhāvaḥ puruṣaścādhidaivatam .adhiyajño.ahamevātra dehe dehabhṛtāṃ vara 
8,5,अन्तकाले च मामेव स्मरन्मुक्त्वा कलेवरम् |यः प्रयाति स मद्भावं याति नास्त्यत्र संशयः |,"जो पुरुष अन्तकाल में भी मुझको ही स्मरण करता हुआ शरीर को त्याग कर जाता है, वह मेरे साक्षात् स्वरूप को प्राप्त होता है—इसमें कुछ भी संशय नहीं है |","Whoever, at the time of death, remembering Me alone, quits his body, he attains My being; there is no doubt about this.",antakāle ca māmeva smaranmuktvā kalevaram .yaḥ prayāti sa madbhāvaṃ yāti nāstyatra saṃśayaḥ 
8,6,यं यं वापि स्मरन्भावं त्यजत्यन्ते कलेवरम् |तं तमेवैति कौन्तेय सदा तद्भावभावितः |,"हे कुंती पुत्र अर्जुन! यह मनुष्य अन्तकाल में जिस-जिस भी भावको स्मरण करता हुआ शरीर को त्याग करता है, उस-उसको ही प्राप्त होता है; क्योंकि वह सदा उसी भाव से भावित रहा है |","Arjuna, thinking of whatever entity one leaves the body at the time of death, that and that alone one attains, being ever absorbed in its thought.",yaṃ yaṃ vāpi smaranbhāvaṃ tyajatyante kalevaram .taṃ tamevaiti kaunteya sadā tadbhāvabhāvitaḥ 
8,7,तस्मात्सर्वेषु कालेषु मामनुस्मर युध्य च |मय्यर्पितमनोबुद्धिर्मामेवैष्यस्यसंशयः (orसंशयम्) |,"इसलिए हे अर्जुन! सभी कालों में मुझको स्मरण करते हुए युद्ध करो, और मुझमें मन, बुद्धि और चित्त को समर्पित कर दो; निश्चय ही मैं तुम्हारे पास आऊँगा, इसमें कोई संदेह नहीं।","Therefore, Arjuna, at all times remember Me and fight. With your mind and intellect dedicated to Me, you will surely come to Me without doubt.",tasmātsarveṣu kāleṣu māmanusmara yudhya ca .mayyarpitamanobuddhirmāmevaiṣyasyasaṃśayaḥ 
8,8,अभ्यासयोगयुक्तेन चेतसा नान्यगामिना |परमं पुरुषं दिव्यं याति पार्थानुचिन्तयन् |,"हे पार्थ ! यह नियम है कि परमेश्वर के ध्यान के अभ्यास रूप योग से युक्त, दूसरी और न जाने वाले चित से निरन्तर चिन्तन करता हुआ मनुष्य परम प्रकाश स्वरूप दिव्य पुरुष को अर्थात् परमेश्वर को ही प्राप्त होता है |","Arjuna, he who with his mind disciplined through Yoga in the form of practice of meditation and thinking of nothing else, is constantly engaged in contemplation of God attains the supremely effulgent divine Purusha.",orsaṃśayama abhyāsayogayuktena cetasā nānyagāminā .paramaṃ puruṣaṃ divyaṃ yāti pārthānucintayan 
8,9,कविं पुराणमनुशासितार-मणोरणीयंसमनुस्मरेद्यः |सर्वस्य धातारमचिन्त्यरूप-मादित्यवर्णं तमसः परस्तात् |,"जो पुरुष सर्वज्ञ, अनादि, सबके नियन्ता, सूक्ष्म से भी अति सूक्ष्म, सबके धारण-पोषण करने वाले अचिन्त्य स्वरूप, सूर्य के सदृश नित्य चेतन प्रकाश रूप और अविद्या से अति परे, शुद्ध सच्चिदानन्दघन परमेश्वर का स्मरण करता है |","He who contemplates on the all-wise, ageless Being, the Ruler of all, subtler than the subtle, the universal sustainer, possessing a Form beyond human conception, refulgent like the sun and far beyond the darkness of ignorance.",kaviṃ purāṇamanuśāsitāraṃ aṇoraṇīyaṃsamanusmaredyaḥ .sarvasya dhātāramacintyarūpaṃ ādityavarṇaṃ tamasaḥ parastāt 
8,10,प्रयाणकाले मनसाऽचलेनभक्त्या युक्तो योगबलेन चैव |भ्रुवोर्मध्ये प्राणमावेश्य सम्यक्स तं परं पुरुषमुपैति दिव्यम् |,"वह भक्तियुक्त पुरुष अन्तकाल में भी योगबल से भृकुटी के मध्य में प्राण को अच्छी प्रकार स्थापित करके, फिर निश्चल मन से स्मरण करता हुआ उस दिव्य स्वरूप परम पुरुष परमात्मा को ही प्राप्त होता है |","At the time of departure, with a mind steady in devotion and united by the strength of yoga, firmly establishing the life force in the middle of the eyebrows, one attains that supreme divine person.",prayāṇakāle manasā.acalena bhaktyā yukto yogabalena caiva .bhruvormadhye prāṇamāveśya samyak sa taṃ paraṃ puruṣamupaiti divyam 
8,11,यदक्षरं वेदविदो वदन्तिविशन्ति यद्यतयो वीतरागाः |यदिच्छन्तो ब्रह्मचर्यं चरन्तितत्ते पदं संग्रहेण प्रवक्ष्ये |,"वेद के जानने वाले विद्वान् जिस सच्चिदानन्दधन रूप परमपद को अविनाशी कहते हैं, आसक्ति रहित यतशील संन्यासी महात्माजन जिसमें प्रवेश करते हैं और जिस परमपद को चाहने वाले ब्रह्मचारी लोग ब्रह्चर्य का आचरण करते हैं, उस परम पद को मैं तेरे लिये संक्षेप से कहूँगा |","I shall tell you briefly about that supreme goal, which the knowers of the Veda term as the Indestructible; which striving recluses free from passion enter, and",yadakṣaraṃ vedavido vadanti viśanti yadyatayo vītarāgāḥ .yadicchanto brahmacaryaṃ caranti tatte padaṃ saṃgraheṇa pravakṣye 
8,12,सर्वद्वाराणि संयम्य मनो हृदि निरुध्य च |मूध्न्यार्धायात्मनः प्राणमास्थितो योगधारणाम् |,"सब इन्द्रियों के द्वारों को रोककर तथा मन को हृदयेश में स्थिर करके, फिर उस जीते हुए मन के द्वारा प्राण को मस्तक में स्थापित करके, परमात्म संबंधी योगधारणा में स्थित होकर जो पुरुष ‘ॐ’ इस एक अक्षररूप ब्रह्म का चिंतन करता हुआ शरीर को त्याग कर जाता है, वह पुरुष परमगति को प्राप्त होता है|","Having closed all the doors of the senses, and firmly holding the mind in the cavity of the heart, and then fixing the life-breath in the head, and thus remaining steadfast in Yogic concentration on God, he who leaves the body and departs uttering the one indestructible Brahma, Om, and dwelling on Me in My absolute aspect, reaches the supreme goal.",sarvadvārāṇi saṃyamya mano hṛdi nirudhya ca .mūdhnyā^^rdhāyātmanaḥ prāṇamāsthito yogadhāraṇām 
8,13,ओमित्येकाक्षरं ब्रह्म व्याहरन्मामनुस्मरन् |यः प्रयाति त्यजन्देहं स याति परमां गतिम् |,"जो पुरुष ओऽम् इस एक अक्षर ब्रह्म का उच्चारण करता हुआ और मेरा स्मरण करता हुआ शरीर का त्याग करता है, वह परम गति को प्राप्त होता है।","Uttering the one-syllabled Om the Brahman and remembering Me, he who departs, leaving the body, attains to the Supreme Goal.",omityekākṣaraṃ brahma vyāharanmāmanusmaran .yaḥ prayāti tyajandehaṃ sa yāti paramāṃ gatim 
8,14,अनन्यचेताः सततं यो मां स्मरति नित्यशः |तस्याहं सुलभः पार्थ नित्ययुक्तस्य योगिनः |,"हे अर्जुन ! जो पुरुष मुझ में अनन्यचित होकर सदा ही निरंतर मुझ पुरुषोत्तम को स्मरण करता है, उस नित्य-निरंतर मुझमें युक्त हुए योगी के लिये मैं सुलभ हूँ, अर्थात उसे सहज ही प्राप्त हो जाता हूँ |","Arjuna, whosoever always and constantly thinks of Me with undivided mind, to that Yogi ever absorbed in Me I am easily attainable.",ananyacetāḥ satataṃ yo māṃ smarati nityaśaḥ .tasyāhaṃ sulabhaḥ pārtha nityayuktasya yoginaḥ 
8,15,मामुपेत्य पुनर्जन्म दुःखालयमशाश्वतम् |नाप्नुवन्ति महात्मानः संसिद्धिं परमां गताः |,परम सिद्धि को प्राप्त महात्माजन मुझ को प्राप्त होकर दुःखों के घर एवं क्षणभंगुर पुनर्जन्म को नहीं प्राप्त होते |,"Having attained Me, the great souls who have reached the supreme perfection do not take birth again in this miserable and temporary world.",māmupetya punarjanma duḥkhālayamaśāśvatam .nāpnuvanti mahātmānaḥ saṃsiddhiṃ paramāṃ gatāḥ 
8,16,आब्रह्मभुवनाल्लोकाः पुनरावर्तिनोऽर्जुन |मामुपेत्य तु कौन्तेय पुनर्जन्म न विद्यते |,"हे अर्जुन ! ब्रह्मलोकपर्यन्त सब लोक पुनरावर्ती हैं, परंतु हे कुन्ती पुत्र ! मुझ को प्राप्त होकर पुनर्जन्म नहीं होता; क्योंकि मैं कालातीत हूँ और यह सब ब्रह्मादि के लोक काल के द्वारा सीमित होने से अनित्य हैं |","Great souls, who have attained the highest perfection, having come to Me, are no more subjected to rebirth, which is the abode of sorrow, and transient by nature.",ābrahmabhuvanāllokāḥ punarāvartino.arjuna .māmupetya tu kaunteya punarjanma na vidyate 
8,17,सहस्रयुगपर्यन्तमहर्यद् ब्रह्मणो विदुः |रात्रिं युगसहस्रान्तां तेऽहोरात्रविदो जनाः |,"चतुर्युगात्मक की अवधि वाला और रात्रि की भी एक हजार चतुर्युगात्मक की अवधि वाली जो पुरुष तत्स्त्य को जानते हैं, वे योगीगण काल के तत्व को जानने वाले हैं |","Those Yogis who know from realization Brahma’s day as covering a thousand Mahayugas, and his night as ending in a thousand Mahayugas, know the reality about time.",sahasrayugaparyantamaharyad brahmaṇo viduḥ .rātriṃ yugasahasrāntāṃ te.ahorātravido janāḥ 
8,18,अव्यक्ताद् व्यक्तयः सर्वाः प्रभवन्त्यहरागमे |रात्र्यागमे प्रलीयन्ते तत्रैवाव्यक्तसंज्ञके |,सम्पूर्ण चराचर भूतगण ब्रह्मा के दिन के प्रवेशकाल में अव्यक्त से अर्थात् ब्रह्मा के सूक्ष्म शरीर से उत्पन्न होते हैं और ब्रह्मा की रात्रि के प्रवेशकाल में उस अव्यक्त नामक ब्रह्मा के सूक्ष्म शरीर में ही लीन हो जाते हैं|,"All embodied beings emanate from the Unmanifestat the coming of the cosmic day; at the cosmic nightfall they merge into the same subtle body of Brahma, known as the Unmanifest.",avyaktād vyaktayaḥ sarvāḥ prabhavantyaharāgame .rātryāgame pralīyante tatraivāvyaktasaṃjñake 
8,19,भूतग्रामः स एवायं भूत्वा भूत्वा प्रलीयते |रात्र्यागमेऽवशः पार्थ प्रभवत्यहरागमे |,हे पार्थ! वहीं यह भूत समुदाय उत्पन्न हो-होकर प्रकृति के वश में हुआ रात्रि के प्रवेश काल में लीन होता है और दिन के प्रवेश काल में फिर उत्पन्न होता है |,"Arjuna, this multitude of beings, being born again and again, is dissolved under compulsion of its nature at the coming of the cosmic night, and rises again at the commencement of the cosmic day.",bhūtagrāmaḥ sa evāyaṃ bhūtvā bhūtvā pralīyate .rātryāgame.avaśaḥ pārtha prabhavatyaharāgame 
8,20,परस्तस्मात्तु भावोऽन्योऽव्यक्तोऽव्यक्तात्सनातनः |यः स सर्वेषु भूतेषु नश्यत्सु न विनश्यति |,"उस अव्यक्त से भी अति परे दूसरा अर्थात् विलक्षण जो सनातन अव्यक्त भाव है, वह परम दिव्य पुरुष सब भूतों के नष्ट होने पर भी नष्ट नहीं होता |","Beyond that is another, beyond the unmanifest, the eternal unmanifested. He is the Supreme Divine Person who does not perish even when all beings perish.",parastasmāttu bhāvo.anyo.avyakto.avyaktātsanātanaḥ .yaḥ sa sarveṣu bhūteṣu naśyatsu na vinaśyati 
8,21,अव्यक्तोऽक्षर इत्युक्तस्तमाहुः परमां गतिम् |यं प्राप्य न निवर्तन्ते तद्धाम परमं मम |,"जो अव्यक्त 'अक्षर' इस नाम से कहा गया है, उसी अक्षर नामक अव्यक्त भाव को परमगति कहते हैं तथा जिस सनातन अव्यक्त भाव को प्राप्त होकर मनुष्य वापस नहीं आते, वह मेरा परम धाम है |","The same Unmanifest which has been spoken of as the Indestructible is also called the supreme Goal; that again is My supreme Abode, attaining which they return not to this mortal world.",avyakto.akṣara ityuktastamāhuḥ paramāṃ gatim .yaṃ prāpya na nivartante taddhāma paramaṃ mama 
8,22,पुरुषः स परः पार्थ भक्त्या लभ्यस्त्वनन्यया |यस्यान्तःस्थानि भूतानि येन सर्वमिदं ततम् |,"हे पार्थ! जिस परमात्मा के अन्तर्गत सर्वभूत हैं और जिस सच्चिदानन्दघन परमात्मा से यह समस्त जगत् परिपूर्ण है, वह सनातन अद्वितीय परम पुरुष तो अनन्य भक्ति से ही प्राप्त होने योग्य है |","Arjuna, that eternal unmanifest supreme Purusha in whom all beings reside, and by whom all this is pervaded, is attainable only through exclusive Devotion.",puruṣaḥ sa paraḥ pārtha bhaktyā labhyastvananyayā .yasyāntaḥsthāni bhūtāni yena sarvamidaṃ tatam 
8,23,यत्र काले त्वनावृत्तिमावृत्तिं चैव योगिनः |प्रयाता यान्ति तं कालं वक्ष्यामि भरतर्षभ |,"हे अर्जुन ! जिस काल में शरीर त्यागकर गये हुए योगीजन तो वापस न लौटनेवाली गति को और जिस काल में गये हुए वापस लौटनेवाली गति को ही प्राप्त होते हैं, उस काल को अर्थात् दोनों मार्गों को कहूँगा |","Arjuna, I shall now tell you the timedeparting when Yogis do not return, and the time when they do return; I shall explain both, O best of the Bharatas.",yatra kāle tvanāvṛttimāvṛttiṃ caiva yoginaḥ .prayātā yānti taṃ kālaṃ vakṣyāmi bharatarṣabha 
8,24,अग्निर्जोतिरहः शुक्लः षण्मासा उत्तरायणम् |तत्र प्रयाता गच्छन्ति ब्रह्म ब्रह्मविदो जनाः |,"जिस मार्ग में ज्योतिमय अग्नि अभिमानी देवता है, दिन का अभिमानी देवता है, शुक्ल पक्ष का अभिमानी देवता है और उत्तरायण के षष् महीनों का अभिमानी देवता है, उस मार्ग में मरकर गये हुए ब्रह्मवेत्ता योगीजन उपयुक्त देवताओं द्वारा क्रम से ले जाये जाकर ब्रह्म को प्राप्त होते हैं |","the one is that which are stationed the all-effulgent fire-god and the deities presiding over daylight, the bright fortnight, and the six months of the northward course of the sun respectively; proceeding along it after death Yogis, who have known Brahma, being successively led by the above gods, finally reach Brahma.",agnirjotirahaḥ śuklaḥ ṣaṇmāsā uttarāyaṇam .tatra prayātā gacchanti brahma brahmavido janāḥ 
8,25,धूमो रात्रिस्तथा कृष्णः षण्मासा दक्षिणायनम् |तत्र चान्द्रमसं ज्योतिर्योगी प्राप्य निवर्तते |,"जिस मार्ग में धूमाभिमानी देवता है, रात्रि-अभिमानी देवता है तथा कृष्ण पक्ष का अभिमानी देवता है और दक्षिणायन के छः महीनों का अभिमानी देवता है, उस मार्ग में मरकर गया हुआ सकाम कर्म करने वाला योगी उपयुक्त देवताओं द्वारा क्रम से ले गया हुआ चन्द्रमा की ज्योति को प्राप्त होकर स्वर्ग में अपने शुभ कर्मों का फल भोगकर वापस आता है |","The other path is that wherein are stationed the gods presiding over smoke, night, the dark fortnight, and the six months of the southward course of the sun; the Yogitaking to this path after death is led by the above gods, one after another, and attaining the lustre of the moonreturns to this mortal world.",dhūmo rātristathā kṛṣṇaḥ ṣaṇmāsā dakṣiṇāyanam .tatra cāndramasaṃ jyotiryogī prāpya nivartate 
8,26,शुक्लकृष्णे गती ह्येते जगतः शाश्वते मते |एकया यात्यनावृत्तिमन्ययावर्तते पुनः |,"क्योंकि जगत के ये दो प्रकार के – शुक्ल और कृष्ण अर्थात् देवयान और पितृयान मार्ग सनातन माने गये हैं। इनमें एक के द्वारा गया हुआ – जिससे वापस नहीं लौटना पड़ता, उस परम गति को प्राप्त होता है और दूसरे के द्वारा गया हुआ फिर वापस आता है अर्थात् जन्म-मृत्यु को प्राप्त होता है |","For these two paths of the world, the bright and the dark, are considered to be eternal. Proceeding by one of them, one reaches the supreme state from which there is no return; and proceeding by the other, one returns to the mortal world, i.e., becomes subject to birth and death once more.",śuklakṛṣṇe gatī hyete jagataḥ śāśvate mate .ekayā yātyanāvṛttimanyayāvartate punaḥ 
8,27,नैते सृती पार्थ जानन्योगी मुह्यति कश्चन |तस्मात्सर्वेषु कालेषु योगयुक्तो भवार्जुन |,हे पार्थ! इस प्रकार इन दोनों मार्गों को तत्व से जानकर कोई भी योगी मोहित नहीं होता। इस कारण हे अर्जुन! तू सब काल में समबुद्धि रूप योग से युक्त हो अर्थात् निरन्तर मेरी प्राप्ति के लिये साधन करने वाला हो |,"Knowing thus the secret of these two paths, O son of Kunti, no Yogi gets deluded. Therefore, Arjuna, at all times be steadfast in Yoga in the form of equanimity.",naite sṛtī pārtha jānanyogī muhyati kaścana .tasmātsarveṣu kāleṣu yogayukto bhavārjuna 
8,28,वेदेषु यज्ञेषु तपःसु चैवदानेषु यत्पुण्यफलं प्रदिष्टम् |अत्येति तत्सर्वमिदं विदित्वायोगी परं स्थानमुपैति चाद्यम् |,"योगी पुरुष इस रहस्य को तत्व से जानकर वेदों के पढ़ने में तथा यज्ञ, तप और दानादि के करने में जो पुण्यफल कहा है, उस सबको निःसन्देह उल्लंघन कर जाता है और सनातन परमपद को प्राप्त होता है |","The Yogi, realizing this profound truth, doubtless transcends all the rewards, ascribed in the scriptures to the study of the Vedas, as well as to the performance of sacrifices, austerities and charities, and attains the beginningless supreme state.",vedeṣu yajñeṣu tapaḥsu caiva dāneṣu yatpuṇyaphalaṃ pradiṣṭam .atyeti tatsarvamidaṃ viditvā yogī paraṃ sthānamupaiti cādyam 
9,1,श्रीभगवानुवाच |इदं तु ते गुह्यतमं प्रवक्ष्याम्यनसूयवे |ज्ञानं विज्ञानसहितं यज्ज्ञात्वा मोक्ष्यसेऽशुभात् |,"श्रीभगवान ने कहा – तुझ दोष दृष्टि रहित भक्त के लिये इस परम गोपनीय विज्ञान सहित ज्ञान को पुनः भलीभाँति कहूँगा, जिसको जानकर तू दुःख रूप संसार से मुक्त हो जायेगा |","Shree Bhagavan said: To you, who are devoid of the carping spirit, I shall now unfold the most secret knowledge of Nirguna Brahma along with the knowledge of manifest Divinity, knowing which you shall be free from the evil of worldly existence.",śrībhagavānuvāca .idaṃ tu te guhyatamaṃ pravakṣyāmyanasūyave .jñānaṃ vijñānasahitaṃ yajjñātvā mokṣyase.aśubhāt 
9,2,राजविद्या राजगुह्यं पवित्रमिदमुत्तमम् |प्रत्यक्षावगमं धर्म्यं सुसुखं कर्तुमव्ययम् |,"यह विज्ञान सहित ज्ञान सब विद्याओं का राजा, सब गोपनीयों का राजा, अति पवित्र, अति उत्तम, प्रत्यक्ष फलवाला, धर्मयुक्त, साधन करने में बड़ा सुगम और अविनाशी है |","This knowledge of both the Nirguna and Saguna aspects of Divinity is a sovereign science, a sovereign secret, supremely holy, most excellent, directly enjoyable, attended with virtue, very easy to practise and imperishable.",rājavidyā rājaguhyaṃ pavitramidamuttamam .pratyakṣāvagamaṃ dharmyaṃ susukhaṃ kartumavyayam 
9,3,अश्रद्दधानाः पुरुषा धर्मस्यास्य परन्तप |अप्राप्य मां निवर्तन्ते मृत्युसंसारवर्त्मनि |,हे परंतप! इस उपयुक्त धर्म में श्रद्धा रहित पुरुष मुझको न प्राप्त होकर मृत्यु रूप संसार चक्र में भ्रमण करते रहते हैं |,"O Arjuna, those who have no faith in this dharma, O conqueror of enemies, they do not attain Me, but return to the cycle of birth and death.",aśraddadhānāḥ puruṣā dharmasyāsya parantapa .aprāpya māṃ nivartante mṛtyusaṃsāravartmani 
9,4,मया ततमिदं सर्वं जगदव्यक्तमूर्तिना |मत्स्थानि सर्वभूतानि न चाहं तेष्ववस्थितः |,"मुझे निराकार परमात्मा से यह सब जगत् जल से बरफ के सदृश परिपूर्ण है और सब भूत मेरे अन्तर्गत संकल्प के आधार स्थित हैं, किंतु वास्तव में मैं उनमें स्थित नहीं हूँ |","The whole of this universe is permeated by Me as unmanifest Divinity, and all beings rest on the idea within Me. Therefore, really speaking, I am not present in them.",mayā tatamidaṃ sarvaṃ jagadavyaktamūrtinā .matsthāni sarvabhūtāni na cāhaṃ teṣvavasthitaḥ 
9,5,न च मत्स्थानि भूतानि पश्य मे योगमैश्वरम् |भूतभृन्न च भूतस्थो ममात्मा भूतभावनः |,वे सब भूत मुझ में स्थित नहीं हैं; किंतु मेरी ईश्वरीय योगशक्ति को देख कि भूतों का धारण- पोषण करने वाला और भूतों को उत्पन्न करने वाला भर मेरा आत्मा वास्तव में भूतों में स्थित नहीं है |,"Not in beings do I abide, behold My divine Yoga power. I am the sustainer and creator of beings, yet My Self is not in them.",na ca matsthāni bhūtāni paśya me yogamaiśvaram .bhūtabhṛnna ca bhūtastho mamātmā bhūtabhāvanaḥ 
9,6,यथाकाशस्थितो नित्यं वायुः सर्वत्रगो महान् |तथा सर्वाणि भूतानि मत्स्थानीत्युपधारय |,"जैसे आकाश से उत्पन्न सर्वत्र विचरने वाला महान् वायु सदा आकाश में ही स्थित है, वैसे ही मेरे संकल्प द्वारा उत्पन्न होने से सम्पूर्ण भूत मुझ में स्थित हैं, ऐसा जान |","Just as the extensive air, which is moving everywhere,ever remains in ether, likewise know that all beingsabide in Me.",yathākāśasthito nityaṃ vāyuḥ sarvatrago mahān .tathā sarvāṇi bhūtāni matsthānītyupadhāraya 
9,7,सर्वभूतानि कौन्तेय प्रकृतिं यान्ति मामिकाम् |कल्पक्षये पुनस्तानि कल्पादौ विसृजाम्यहम् |,हे अर्जुन ! कल्पों के अन्त में सब भूत मेरी प्रकृति को प्राप्त होते हैं अर्थात् प्रकृति में लीन होते हैं और कल्पों के आदि में उनको मैं फिर रचता हूँ |,"Arjuna, during the Final Dissolution all beings enter My Prakrti, and at the beginning of creation, I send them forth again.",sarvabhūtāni kaunteya prakṛtiṃ yānti māmikām .kalpakṣaye punastāni kalpādau visṛjāmyaham 
9,8,प्रकृतिं स्वामवष्टभ्य विसृजामि पुनः पुनः |भूतग्राममिमं कृत्स्नमवशं प्रकृतेर्वशात् |,अपनी प्रकृति को अंगीकार करके स्वभाव के बल से परतन्त्र हुए इस सम्पूर्ण भूत समुदाय को बार-बार उनके कर्मों के अनुसार रचता हूँ |,"Wielding My Nature I release, again and again,all this multitude of beings subject to the influence of their own nature.",prakṛtiṃ svāmavaṣṭabhya visṛjāmi punaḥ punaḥ .bhūtagrāmamimaṃ kṛtsnamavaśaṃ prakṛtervaśāt 
9,9,न च मां तानि कर्माणि निबध्नन्ति धनञ्जय |उदासीनवदासीनमसक्तं तेषु कर्मसु |,हे अर्जुन! उन कर्मों में आसक्ति रहित और उदासीन के सदृश स्थित मुझ परमात्मा को वे कर्म नहीं बाँधते |,"Arjuna, those actions, however, do not bind Me, unattached as I am to such actions and standing apart as it were.",na ca māṃ tāni karmāṇi nibadhnanti dhanañjaya .udāsīnavadāsīnamasaktaṃ teṣu karmasu 
9,10,मयाध्यक्षेण प्रकृतिः सूयते सचराचरम् |हेतुनानेन कौन्तेय जगद्विपरिवर्तते |,हे अर्जुन! मुझ अधिष्ठाता के सकााश से प्रकृति चराचर सहित सर्व जगत को रचती है और इस हेतु से ही यह संसार चक्र घूम रहा है |,"Arjuna; with Me as the supervisor, Nature brings forth the whole creation, consisting of both sentient and insentient beings; it is due to this cause that the wheel of Samsara is going round.",mayādhyakṣeṇa prakṛtiḥ sūyate sacarācaram .hetunānena kaunteya jagadviparivartate 
9,11,अवजानन्ति मां मूढा मानुषीं तनुमाश्रितम् |परं भावमजानन्तो मम भूतमहेश्वरम् |,मेरे परमभाव को न जानने वाले मूढ़ लोग मनुष्य का शरीर धारण करने वाले मुझ सम्पूर्ण भूतों के महान् ईश्वर को तुच्छ समझते हैं अर्थात् अपनी योग माया से संसार के उद्धार के लिये मनुष्य रूप में विचरते हुए मुझ परमेश्वर को साधारण मनुष्य मानते हैं |,"Fools, not knowing My supreme nature, think low of Me, the Overlord of the entire creation, who have put on the human semblance..",avajānanti māṃ mūḍhā mānuṣīṃ tanumāśritam .paraṃ bhāvamajānanto mama bhūtamaheśvaram 
